id,name,country,description,location,maps_url
166, Plage de l'Espiguette,France,"Calm blue seas and rolling white sand dunes characterize the shoreline of Espiguette, a protected nature site about 40 kilometers from Montpellier in the Languedoc-Roussillon region and 30 kilometers from the Camargue Nature Park (a day-trip from Arles). Completely wild and unspoiled, the expansive sandy beach is around 700 meters in width and extends for 18 kilometers in length. Striking sand dunes add to the dreaminess of this special place. Espiguette Beach has gentle waters that have been awarded the Blue Flag label for environmental cleanliness and safety. The coast of Languedoc-Roussillon has more than 40 beaches that carry the Blue Flag.", ,https://www.google.com/maps/place/Plage+de+l'Espiguette/
167, Dinard on the Brittany Coast,France,"Dinard is a top beach destination on Brittany's Emerald Coast and especially appeals to families. This old-fashioned seaside resort has sandy beaches dotted with colorful, striped beach tents and Belle Epoque villas. The sandy coastline of Dinard overlooks the Rance Estuary and the English Channel. Most of the beaches have public restroom and shower facilities, as well as lounge chair and beach tent rentals. The Plage de l'Ecluse offers the widest range of amenities, including an Olympic-size swimming pool filled with saltwater. It is well sheltered, and its waters are warmed by the Gulf Stream, which also brings mild weather well into fall. Stately 19th-century oceanfront mansions frame the Plage de Saint-Enogat, giving the beach an aristocratic air. This beach is a favorite spot for families with young children because of the kids' club activities during July and August. With views of Saint-Malo in the distance, the Plage du Prieuré is an inviting spot for relaxation and sunbathing. This beach nestles along the Baie du Prieuré, a tranquil bay with gentle waters that are safe for wading and swimming. Sporty types can take advantage of an outdoor swimming pool, open-air fitness equipment, and opportunities for kayaking. In the neighboring community of La Houle on the breathtaking Bay of Saint-Briac-sur-Mer, the Plage de la Grande Salinette is a family-friendly beach with protected waters. During summertime, lifeguards survey this beach, which has a Blue Flag rating for safety.", ,https://www.google.com/maps/place/Dinard+on+the+Brittany+Coast/
168, Île de Ré,France,"A long bridge connects the island of Île de Ré to the mainland city of La Rochelle on France's Atlantic coast. But this idyllic island seems a world away, with its quaint villages and miles of bike lanes winding through fields and along white-sand beaches backed by pine woods. The best-known beach is Le Bois Plage en Ré, near the UNESCO-listed capital town of Saint-Martin-de-Ré. The shoreline's sands seem endless, so there's no problem finding a spot with plenty of elbow room. Farther away, on the western end of the island, there's an even more secluded feeling at the Conche des Baleines, a long half-moon beach with golden sands fringed by pine trees. Fine, pillowy sand continues for miles along the Île de Ré's shoreline, and the best way to find the hidden beaches is on an electric bike, which can be rented in Saint-Martin-de-Ré.", ,https://www.google.com/maps/place/Île+de+Ré/
169, Plage de la Paloma at Saint-Jean-Cap-Ferrat,France,"The sun-kissed Plage de la Paloma is found on a small inlet of the Saint-Jean-Cap-Ferrat peninsula, a little paradise in the verdant Cove of Scaletta, sheltered from the winds, overlooking the Bay of Beaulieu. The beach was named after Paloma Picasso since the painter used to spend time here with his family. In its lovely hidden spot, the Plage de la Paloma exudes glamour and luxury. The beach also offers a chance for celebrity spotting. Sunbathers join the beau monde while relaxing on lounge chairs at this beach and enjoying the seaside scenery. The beach has a gourmet restaurant that serves Mediterranean cuisine with a focus on fresh seafood. The restaurant's outdoor seating invites leisurely meals while admiring the gentle waves and the cerulean waters. Besides dining and lounging in the sunshine, other things to do include water sports, such as paddleboarding, waterskiing, jet skiing, and sailing. Paloma Beach is a 12-kilometer drive from Nice and would be an easy day trip. Address: 1 Route de Sainte-Hospice, 06230 Saint-Jean-Cap-Ferrat Official site: www.paloma-beach.com", ,https://www.google.com/maps/place/Plage+de+la+Paloma+at+Saint-Jean-Cap-Ferrat/
170, Family-Friendly Beaches of Saint-Jean-de-Luz,France,"Saint-Jean-de-Luz is close to Biarritz (about 20 kilometers) but further away in character and ambience. While Biarritz is upscale and glamorous, Saint-Jean-de-Luz is a typical old Basque fishing village. The charming town is filled with historic buildings, enticing shops, and traditional restaurants. Locals and visitors alike enjoy strolling the atmospheric cobblestone streets and lingering over coffee or a good meal. A popular summer resort destination, Saint-Jean-de-Luz boasts a long sandy beach (the Grande Plage) right in the center of town. Families with young children appreciate this beach because of its gentle waters, which are safe for swimming thanks to sea walls that protect against ocean waves. The Grande Plage has several beach clubs, as well as places to rent beach lounge chairs, sun parasols, and beach tents. On the outskirts of the town are more wild beaches with untouched natural scenery.", ,https://www.google.com/maps/place/Family-Friendly+Beaches+of+Saint-Jean-de-Luz/
171, Étretat in Normandy,France,"With dramatic cliffs that plunge into the Atlantic Ocean, Normandy's majestic coastal landscape of Étretat inspired Claude Monet and other Impressionist artists. Monet captured Étretat's iconic Porte d'Aval arch and other cliff formations in a series of paintings. Although the Plage d'Étretat is a pebble beach, it is appreciated for its spectacular location. Enclosed by cliffs, the beach offers views onto the 80-meter-high l'Aiguille (""Needle"") formation. Note of caution: Visitors should pay attention to the tides, which can rise quickly and obstruct access to the shore from certain points.", ,https://www.google.com/maps/place/Étretat+in+Normandy/
172, Dune du Pilat and Pristine Beaches of Pyla-sur-Mer,France,"Along the Atlantic Coast, about an hour's-drive from Bordeaux, the highest sand dune in Europe is found at Arcachon Bay. The approximately 100-meter-high Dune du Pilat is surrounded by an expansive pine forest. Stretching out over more than 6,800 hectares, this amazing environment is constantly changing in shape and size based on influence from the winds and the tides. The main attractions of the Dune du Pilat are hiking and paragliding to take in the sensational ocean views. At the foot of the Dune du Pilat, the Plage de la Corniche affords marvelous views of the deep-blue ocean waters and the vast horizon. The beach has lifeguards on duty during the high season. The nearby seaside resort of Pyla-sur-Mer is adored for its pristine sandy beaches. The Plage du Petit Nice is a sheltered beach with public restroom facilities and a picnic area. This beach is less developed than most beaches in France and does not have any restaurants or cafes. Lifeguards survey the beach from July through September.", ,https://www.google.com/maps/place/Dune+du+Pilat+and+Pristine+Beaches+of+Pyla-sur-Mer/
173, Royan's Sunny Beaches and Spa Treatments,France,"The unspoiled, secluded beaches of Poitou-Charente on France's Atlantic Coast provide a welcome contrast to the crowds of the French Riviera. Along the ""Côte de Beauté"" (Coast of Beauty) is the sunny beach resort of Royan, which has been a favorite seaside destination since the Belle Epoque. Royan has several golden-sand beaches, ranging from protected coves to wide sandy shores. Stretching for two kilometers along a wide cove, La Grande Corniche is the main beach, with excellent facilities and lifeguards on duty. The bays of Royan also attract cyclists, golfers, and water sports enthusiasts. For those seeking pampering after a day at the beach, Royan's spas offer European spa treatments, massages, and wellness therapies.", ,https://www.google.com/maps/place/Royan's+Sunny+Beaches+and+Spa+Treatments/
174, Bávaro Beach,Dominican Republic,"Punta Cana is the Dominican Republic's number one beach resort destination, with sun seekers and families coming here in droves to relax at the all-inclusive resorts that line the soft white-sand beaches. The most beautiful stretch of beach in the Punta Cana area is undoubtedly Bávaro Beach, just north of Punta Cana. The calm Caribbean waters are perfect for swimming or wading, and the water color is a typical Caribbean turquoise hue that stretches out well beyond the roped-off swimming area to the protective reef in the distance. Beyond the swimming zone is an action packed area of boats and parasailers. On shore, the beach stretches for miles, perfect for walking and people watching. You can find many of the big name luxury chain resorts on Bávaro, including Iberostar Grand Hotel Bavaro, the adults-only Barcelo Bavaro Beach, and the Grand Palladium Bavaro Suites Resort & Spa.", Punta Cana,https://www.google.com/maps/place/Bávaro+Beach/
175, Playa Rincón,Dominican Republic,"Undeveloped and remote, Playa Rincón is the quintessential, postcard perfect, tropical white-sand beach. Glimmering aquamarine waves lap the shore. Huge palm trees line the sand and provide shade. At one end, a protected cove offers a consistently calm bay for swimming, and in the distance, lush green mountains rise up from the opposite shore of the bay. A small restaurant at one end of the beach and a couple of stands near the parking area offer lunch and snacks and are the only structures in the vicinity. Located on the Samana Peninsula, Playa Rincon is most typically reached by a 30-minute boat ride from the town of Las Galeras, or by a 30-minute drive. The road is paved and in good condition almost the entire way, but near the beach it is dirt and potholed but passable with a regular vehicle. If you want to hire a boat, you can simply walk down to the waterfront in Las Galeras, where the main road into town dead-ends at the ocean, and someone will be waiting to help you. The boats leave directly from the beach here. Most hotels are also happy to help you arrange a trip to Playa Rincón. If you want to go by car and make a full day of it, you may also want to stop off on the way back at the Boca del Diablo (Devil's Mouth) blow hole. This is about a 15-minute detour down a rough dirt road.", ,https://www.google.com/maps/place/Playa+Rincón/
176, Cayo Levantado,Dominican Republic,"If your vacation goal is to relax on a beautiful beach on a private island, then look no further than Cayo Levantado. This remote island off the coast of the Samaná Peninsula is surrounded by soft-sand beaches, with shallow turquoise waters, and home to the Luxury Bahia Principe Cayo Levantado. The island's three beaches, connected by trails, are some of the most beautiful in the Dominican. The resort is an all-inclusive, adults-only facility. The closest international airport is Samaná El Catey International Airport.", ,https://www.google.com/maps/place/Cayo+Levantado/
177, Playa Dorada,Dominican Republic,"On the Amber Coast, Playa Dorada is Puerto Plata's primary resort beach. This stretch of golden sand extends along the coast, east of the city. The stunning mountain scenery; palm-lined beach; and clean, clear turquoise waters are exactly what draw tourists to this destination. The resorts along here are not towering high-rises. Building codes have kept them to a maximum of three stories, and each resort is relatively well spaced from surrounding resorts. For a resort area with more than a dozen resorts, Playa Dorada has done a good job of maintaining a natural feeling environment. Most of the resorts along here are all-inclusive mid-range or luxury resorts, with one or more pools and on-site restaurants. Some of the best resorts on Playa Dorada are the large Iberostar Costa Dorada, the more quaint VH Gran Ventana Beach Resort. The intimate and romantic Casa Colonial Beach & Spa is a classy boutique hotel with only fifty luxury rooms and impeccable service. Read More: Top Attractions & Things to Do in Puerto Plata", Puerto Plata,https://www.google.com/maps/place/Playa+Dorada/
178, Beaches of Las Galeras,Dominican Republic,"While Playa Rincon, near the town of Las Galeras, is frequently mentioned as one of the top beaches in the Dominican Republic, the beautiful beach that lines the waterfront of Las Galeras itself is equally stunning. Beyond the main beach, you can easily walk 15 minutes or less in either direction to find more incredible beaches and your own tranquil piece of waterfront to lay out your towel or rent a beach chair. The entire beachfront area of Las Galeras is graced by huge coconut palms, and the shallow beaches radiate a range of turquoise, green, and blue shades that are unparalleled along the entire north coast of the island. Add to this the charming little town of Las Galeras, and this is truly one of the Dominican's undiscovered treasures. A short stroll west of town is the undeveloped beach of La Playita, where calm, shallow waters are perfect for swimming. A few beachside vendors are on hand to rent you chairs and palapas. To the east of Las Galeras, just a short stroll around a palm-tree-covered point is a tranquil turquoise beach and the Grand Paradise Samana, one of the only large-scale resorts in the area. If you are looking for something with a little more Caribbean character, midway between the main beach and La Playita is the charming, colonial-style Villa Serena Hotel, overlooking the ocean.", ,https://www.google.com/maps/place/Beaches+of+Las+Galeras/
179, Kite Beach,Dominican Republic,"Cabarete's Kite Beach is one of the most internationally well-known beaches in the Caribbean when it comes to water sports. This is an action packed beach known around the world as a top kitesurfing destination. This celebrated beach hosts the annual Master of the Ocean, the world championship for watersports (kiteboarding, windsurfing, surfing, and stand up paddle surfing), held almost annually in late February. The atmosphere at Kite Beach is friendly, and newcomers to the sport of kiting are always welcome. Lessons are available at several kiteboarding schools. If you are interested in getting started, see our article on learning to kiteboard on Kite Beach.", Cabarete,https://www.google.com/maps/place/Kite+Beach/
180, Cabarete Beach,Dominican Republic,"Cabarete Beach, running all along the waterfront of Cabarete, is more about atmosphere than turquoise waters. The beach here is lovely and is one of the few in the area that is frequently calm enough for swimmers of all abilities. The shore is also shallow for a considerable distance, making it more appropriate for children than other beaches in this area. But the real draw here is the vibe. Casual but modestly trendy restaurants line the beach, with tables, chairs, patio lights, and lamps set up under thatch-roofed buildings and directly on the sand. You can dine by the stars at some of the quaint seaside restaurants or listen to a band or solo musician in the early evening. A game of volleyball is usually playing out on the beach or soccer balls are being kicked around. The calmer sections of this crescent-shaped beach are often tranquil enough for stand up paddle boarding, but more frequently, beginner windsurfers are practicing their skill a short distance off shore. Unlike beaches on the Caribbean Coast, you don't see powerboats on Cabarete Beach. This is not the type of beach that is dominated by large-scale resorts, and all-inclusive resorts in Cabarete are scarce, however you can find some luxury beachfront hotels along Cabarete Beach. Chief among these are the Velero Beach Resort, the Millennium Resort & Spa, and the Ultravioleta Boutique Residences.", Cabarete,https://www.google.com/maps/place/Cabarete+Beach/
181, Punta Rucia,Dominican Republic,"This small fishing village on the west end of the Amber Coast has a spectacular, long, curving beach with shallow, warm water backed by sea grape trees. Lush mountains line one side of the beach, and a rocky headland caps the other end. You will likely have the beach at Punta Rucia all to yourself. Limited services are available here, so either bring a picnic lunch or grab a bite at a local restaurant. Bring all your beach gear with you, no chairs or umbrellas are available. A 10-minute boat ride from the beach is the popular day-tripping destination of Paradise Island. This small patch of sand surrounded by a large coral reef features spectacular snorkeling. If you are on a smaller boat, you'll be able to go on a wild ride through the mangroves on your way back to town. This area also draws kiteboarders on a quest for flatwater riding. The beach is protected from the wind, but offshore, strong winds blow consistently. Twenty minutes offshore are shallow lagoons with sand bottoms protected by reefs, where long tacks are the norm.", ,https://www.google.com/maps/place/Punta+Rucia/
182, Playa Grande,Dominican Republic,"Far from the famous resort destinations of Puerto Plata or Punta Cana, Playa Grande is an undeveloped beach with a distinctly Dominican feel. Backed by palm trees and a few rustic food stands, this coral-colored, soft-sand beach looks out onto the pounding surf of the Atlantic Ocean. Huge waves often roll in here, but calm days do exist, and the section closest to the parking area is somewhat sheltered by a headland. This wide beach stretches out for more than a kilometer, meaning even on busy days you can always find your own patch of sand, and weekdays you may be on your own here. Playa Grande is located on the outskirts of the town of Rio San Juan, but day trips to this beach can be easily organized from Cabarete or Puerto Plata. If you have your own vehicle or car and driver, you can also stop off at nearby Playa Caleton, a much smaller beach in a quiet cove with often little to no wave action. Playa Caleton is a fun and safe beach for children. Similar to Playa Grande, a few vendors are set up along the beach. At the far end of the beach from the parking area is the recently opened luxury Amanera hotel. Another luxury property in the area is The Balaji Palace at Playa Grande, located on a headland between Playa Grande and Playa Caleton. Both of these are top-end properties with spectacular settings, pools, and all the regular amenities.", Rio San Juan,https://www.google.com/maps/place/Playa+Grande/
183, Bahia de Las Aguilas,Dominican Republic,"Beautiful and remote, Bahia de Las Aguilas is truly one of the Dominican Republic's most undiscovered gems. Located near the town of Pedernales on the Caribbean coast, not far from the border with Haiti, this glorious eight-kilometer-long stretch of sand is part of Jaragua National Park, a UNESCO designated natural reserve. Calm, crystal-clear water and white sand make this one of the most enticing beaches in the Dominican, yet it is also one of the least visited. The beach at Bahia de Las Aguilas is completely undeveloped, as is the surrounding area. Most visitors who come here stay in Barahona and day trip to the beach. Accommodation: Where to Stay in Barahona", ,https://www.google.com/maps/place/Bahia+de+Las+Aguilas/
184, Playa Juan Dolio,Dominican Republic,"For a fun and lively beach vacation, the small seaside town of Juan Dolio is the place to go. This palm-lined stretch of golden sand is perfect for playing in the waves and soaking up the sun. Located along the Caribbean coast between Santo Domingo and Punta Cana, Juan Dolio is frequented by foreign tourists as well as Dominicans. You can find a mix of vacation rentals and all-inclusive resorts along here. If you're looking to book a place, some good options include the mid-range Emotions by Hodelpa and the more upscale Xeliter Costa del Sol Juan Dolio.", ,https://www.google.com/maps/place/Playa+Juan+Dolio/
185, Playa Fronton,Dominican Republic,"Accessible only by boat or a four-hour round-trip guided hike, Playa Fronton is a completely undeveloped beach. The crystal-clear water and palm-studded, soft, golden sand is backed by dramatic black cliffs, creating an almost surreal landscape that you won't find in other areas of the Dominican Republic. Boats depart from the small town of Las Galeras; the very last town on the main road through the Samaná Peninsula. If you thought you were at the end of the world when you reached Las Galeras, you won't feel any closer to civilization when you hop in a small boat and head out on the ocean for a 40-minute trip to a forgotten beach. The beach gets the light in the morning, and in the afternoon is shaded by the cliff walls.", ,https://www.google.com/maps/place/Playa+Fronton/
186, Saracen Bay,Cambodia,"To find remote, pristine beaches, some of the best places to visit in Cambodia are the country's islands. One of two sister resort islands off the coast of Sihanoukville, Koh Rong Samloem (the other island is Koh Rong), has some incredible, secluded beaches with a lot of fun things to do. It's a 40-minute ferry ride from the mainland, leaving from Sihanoukville. Saracen Bay was once a sleepy fishing village, and now it's a very cool tourist destination with a few different beach areas. It's popular with younger visitors and couples. There are beachfront accommodations and a small town. There are a few beach resorts here as well. Most have a very laid-back vibe.", Koh Rong Samloem,https://www.google.com/maps/place/Saracen+Bay/
187, M'Pai Bai,Cambodia,"Saracen Bay is growing in tourism popularity (and crowds), and smart travelers seeking more of a personal experience are venturing to the northern side of Koh Rong Samloem island and the village of M'pai Bai. There's a main M'pai Bai village beach fronting M'pai Bay, which is never crowded, and two more beaches in the area, which are normally completely deserted, except for local fishermen. There are no beach resorts or hotels here, only small hostels, beach bungalows, and guest houses. A short hike from the beach leads to two waterfalls, a nice hike to do to escape the heat of the day. When you want more social fun and things to do, it's easy to head south to the Saracen Bay area.", Koh Rong Samloem,https://www.google.com/maps/place/M'Pai+Bai/
188, Otres Beach,Cambodia,"This Cambodian beach is a part of the resort city of Sihanoukville but far enough away to offer a more remote experience. Sihanoukville's Otres Beach is a five-minute moto-taxi ride from downtown or from nearby Ochheuteal Beach (the main tourist beach in the area). The water here is cleaner and clearer, and the beach is fronted by a row of tall casuarina and palm trees instead of resort hotels. Otres Beach accommodations vary from small boutique hotels and independent resorts to family-run beach guesthouses. The beach is divided into two areas, Otres 1 and Otres 2, separated by a resort. Otres 1 is busier and Otres 2, farther down the coast, is less developed. Otres Resort is a boutique hotel, a five-minute walk from Otres 2 beach. The rooms and suites have a cool, Scandinavian minimalist meets Khmer design, and the hotel has a nice pool, small spa, and its own restaurant.", ,https://www.google.com/maps/place/Otres+Beach/
189, Ream Beach,Cambodia,"Ream Beach is a part of Ream National Park, located about 30 minutes from Sihanoukville City. This large nature preserve includes a long stretch of raw beach. There are some fishermen's shacks and a few tiny, family-run beach cafés. There are also covered seating areas with rows of hammocks. Nearby is a mangrove wetlands area. It's a good place to visit to escape the crowds of some of Sihanoukville's busier beaches, especially on weekends or holidays. Although it's a national park, the area is home to a local community of around 5,000 families who work farms or fish (or operate tourist businesses). This beach is close to Sihanoukville Airport for those flying in or out.", ,https://www.google.com/maps/place/Ream+Beach/
190, Sner Beach,Cambodia,"Sner Beach is in the province of Koh Kong. It has a different vibe than some of the other beaches in Cambodia, as it's at the southwestern edge of the country's coastline, right next to the border with Thailand. It's one of those cool places to visit in Cambodia where you'll find mostly, if not only, Cambodians enjoying themselves, as it's not a popular destination for international visitors. The beach is never crowded, the water is usually clean and clear, and there are covered sections of hammocks to just relax in. Sner Beach is also a great place to visit for foodies, as you can enjoy extremely fresh seafood, all cooked for you on the beach barbecue pits. There are a few little beach shacks and cafés along the sand.", ,https://www.google.com/maps/place/Sner+Beach/
191, Koh Russey,Cambodia,"Koh Russey, also known as Bamboo Island, features a spectacular, mile-long, pristine private beach. The very gently sloping beach is backed by a row of tall mangrove and palm trees, which offer shade during the sunny part of the day. This Cambodian island is home to the luxurious Koh Russey Villas & Resort. One of the best resorts in Cambodia (and part of the Small Luxury Resorts of the World collection), it's all individual villas and pavilions. They have one-, two-, three-, or four bedrooms and are all beautifully designed and furnished. The resort also has a full-service spa and some incredible food as well. Access is via the resort's private ferry, which drops you or picks you up at a dock near Ream. The interior of the island is mainly jungle, which can be explored via footpaths.", ,https://www.google.com/maps/place/Koh+Russey/
192, Kep Beach,Cambodia,"Kep is a large beach town on the southern part of the Cambodian coast, close to Vietnam. The town, also known as Krong Kaeb, has a fun beach area that offers just the right amount of development. It's a raw, remote beach, but the beachfront promenade also has little cafés and some market sections where you can pick out your own fresh seafood and fruit. Kep Beach is known for its amazing, fresh-caught seafood. The area is especially interesting, as Kep was a former French beach resort popular during and after the period of French Colonialism (Cambodia was a protectorate of France from 1863 to 1953). Some of the architecture and wide streets recall the days of French rule. Kep was the epicenter of what was known as the Khmer Riviera in the 1950s and 60s. The beach has vendors renting rafts, boogie boards, umbrellas, and beach chairs. The beach itself was overhauled by the government a few years ago, and massive amounts of sand were brought in from other areas to create a large, recreational beach.", ,https://www.google.com/maps/place/Kep+Beach/
193, Koh Ta Kiev,Cambodia,"This idyllic little island, known as KTK, is accessible only by ferry or speedboat. It's about two miles off the shore of Otres Beach. KTK is rapidly seeing a lot of development but is still a beautiful place to enjoy the beach. The island remains remote, and other than the few hotels and resorts here, there are no shops or other places to buy things. The interior of the island is jungle, and there are treehouse-type guesthouse accommodations available. Aside from the guesthouses and overnight accommodations (you can also camp here), Koh Ta Kiev makes a great day trip.", ,https://www.google.com/maps/place/Koh+Ta+Kiev/
194, Koh Tonsay,Cambodia,"Also known as Rabbit Island (due to its shape), this remote and undeveloped beach resort area is just off the south part of the Cambodian coast, near the border with Vietnam. The beaches here are either rather thin and sloping, with coarse brown sand, or wide and flat, with fine white sand. In both cases, they're backed by rows of tall trees. The water is clean and clear, and it's a great beach for swimming and snorkeling. Access is via a 20-minute boat ride from the city of Kep. In addition to its beautiful beaches, the island is a popular spot for fishing. You can go out on a fishing boat for a few hours or just fish off the beach or one of the docks.", ,https://www.google.com/maps/place/Koh+Tonsay/
195, Lonely Beach,Cambodia,"This aptly named beach is on Koh Rong, the sister island to Koh Rong Samoem. It's off the coast near Sihanoukville and takes about 40 minutes to get to by boat. Lonely Beach can be found at the northern tip of the island, away from much of the other resort development. The sea here sometimes glows at night. During certain seasons, the surf is filled with bio-luminescent plankton, which literally glow in the dark. For a seriously remote adventure, try the Lonely Beach Koh Rong resort. The destination is the only one on the northern part of the island, so you have miles of unspoiled beaches virtually all to yourself. The casual, barefoot resort has little bungalows, some of which are right on the beach.", ,https://www.google.com/maps/place/Lonely+Beach/
196, Victory Beach,Cambodia,"If you have limited beach time, this beach is close to Sihanoukville City (next to the new port), yet offers a nice, somewhat secluded feel. It has a few beach shacks and other little cafés and tourist businesses renting rafts and umbrellas. There's also a little pier that extends out into the sea, good for fishing or sightseeing. The views can be spoiled by the construction cranes of the nearby port development, but this helps keep the crowds away as well. Victory Beach can be much less crowded than its much more popular and developed neighboring beaches like Serendipity. When you're ready for some food after a day on the sand, walk up from the beach to the cool Victory Hill neighborhood.", ,https://www.google.com/maps/place/Victory+Beach/
197, Serendipity Beach,Cambodia,"Sometimes, like when you are traveling with children or just have a few hours to spare, you want a big beach with lots of facilities and things to eat and do. Serendipity Beach is the largest beach area right at Sihanoukville. Although you won't find peace and privacy here, you will find a huge beach, lifeguards, and gentle surf. You'll also find a long pier, as well as a beachfront area filled with accommodations, shops, and cafés. The beach's proximity to Sihanoukville City means you can also walk a few minutes and have lots more shops and restaurants close by.", ,https://www.google.com/maps/place/Serendipity+Beach/
198, Song Saa Private Island,Cambodia,"This sustainable, ultra-luxury boutique resort is on its own tiny island at Koh Rong and offers a seriously remote, beyond luxurious tropical island resort experience. Not only does it have incredibly beautiful private beaches but it also has some Instagram-worthy, over-the-water villas. These have elements like glass floors or other openings allowing you to see down into the blue-green water below. All the villas are furnished in a modern, luxurious Khmer style, and all have their own private pools of some kind. The resort has multiple dining venues (or in-villa dining) with Michelin star-level food, a wellness-focused spa, and a breathtaking infinity pool surrounded by cabanas and day beds. Activities at the resort include morning yoga on the beach and wide range of water sports. Access to the Song Saa Private Island is via a short boat ride from Sihanoukville.", ,https://www.google.com/maps/place/Song+Saa+Private+Island/
199, Koh Totang,Cambodia,"This isolated, remote, barely developed, virtually uninhabited island is the perfect destination to really experience the sheer raw, natural beauty of Cambodia's beaches (it's also got some great snorkeling). The island has no hot running water, electricity only for a few hours a day, and the Nomads Land beachfront eco-bungalows as its only accommodation. Koh Totang is one of 12 little islands that form the Koh S'Dach archipelago. It's far enough away from Sihanoukville to keep the crowds low, but still easy to access within a few hours. The island is about halfway between Sihanoukville and the Thai border, and you can drive here (thanks to a new road) or take a boat.", ,https://www.google.com/maps/place/Koh+Totang/
200, Koh Krabey,Cambodia,"Another essentially private island with a sole resort on it is Koh Krabey. It's home to the Six Senses Krabey Island resort, one of the world's great wellness resorts. Accommodations are 40 freestanding villas, each with their own infinity pool. The sustainable yet sumptuous villas are thoughtfully designed with multiple levels and living roofs. Importantly, the resort boasts an impressive ecological program that aims for zero waste. This includes no disposable plastic, producing their own essential oils and cleaning products and even an on-island desalination plant. The entire design and construction blends into the natural environment. The resort's world-class spa uses products and essential oils produced on-site with their menu of locally inspired massages and treatments. The private island is about three miles (five kilometers) off Ream.", ,https://www.google.com/maps/place/Koh+Krabey/
201, Tossa de Mar,Spain,"Located on the Catalonian coast in northeastern Spain, the Costa Brava area delivers rugged beauty (the name literally means ""rough coast""), with many serene beaches surrounded by high cliffs. Aside from the beaches, it's a great part of Spain for sightseeing, as it's filled with a long history and rich culture. Tossa de Mar is an ancient town, midway between Barcelona and the French border. It has a beautiful, curved beach with a bonus: there's a large castle on the hill beyond the beach. The sand here is coarse and dark golden brown, with a large area of the bay roped off for swimming. Beyond the beautiful beach, attractions in the area include Roman ruins, as well as several nature preserves. The Gran Hotel Reymar & Spa is in the little town of Tossa de Mar, up on the hillside, overlooking the bay. Some of the rooms and suites (try for one on a high floor) have sweeping ocean views. It's a short walk to the beach or into town. Added value amenities include free Wi-Fi and a free breakfast.", Costa Brava,https://www.google.com/maps/place/Tossa+de+Mar/
202, Es Pujols,Spain,"Formentera, Ibiza's neighboring island in Spain's Balearic Islands territory, is far more beautiful and peaceful than fun-loving Ibiza. You can go back and forth between the islands via ferry – the ride takes about 30 minutes. Beaches like Es Pujols offer both bright, white sands and dreamy blue-green water. It's no deserted island – the beach is fronted by a pathway lined with cafés and restaurants, and beyond the beach there's a vibrant little town. The Castavi Apartments are steps from the beach in Es Pujols. The units are large, with full kitchens, and there's an outdoor swimming pool. In addition to its proximity to the beach, it makes a good base for sightseeing around the island. The building has a little snack bar and a front desk with 24-hour staff who can help set up activities and excursions.", Formentera,https://www.google.com/maps/place/Es+Pujols/
203, Playa del Ingles,Spain,"No list of Spanish beaches is complete without a mention of those found on the Canary Islands. Another Spanish territory, these islands are almost 60 miles (95 kilometers) off the coast of Africa, in the Atlantic Ocean. The two main islands are Tenerife and Gran Canaria. Playa del Ingles, on Gran Canaria, is nearly seven miles (11 kilometers) of wide, sandy beach, gradually transforming into beautiful dunes. Once a popular hippy hangout in the 1960s, it's now filled with luxury boutique hotels and foodie restaurants. The beach is golden brown with a gentle slope towards the sea. There are many beach clubs that rent beach chairs and umbrellas and have their own little fenced-off areas. The Hotel Riu Palace Maspalomas overlooks the incredible dunes of Maspalomas (and the ocean beyond), which look like a Martian landscape. The adults-only luxury resort is open year-round (some Canary Islands hotels close for the winter) and is located within a huge oasis of gardens, about a 15-minute walk from the beach.", Canary Islands,https://www.google.com/maps/place/Playa+del+Ingles/
204, Bogatell,Spain,"Barcelona is Spain's second largest city, and it sits right on the Mediterranean coast. The coastline in and around the city is lined with beaches. Bogatell is within the city limits but less crazy than the city's main Barceloneta beach. Bogatell, a man-made beach, was created for the 1992 Olympics, so it's well-designed and clean. There are lifeguards on duty and basic facilities (bathrooms and showers) every few hundred yards along the beach. It's a wide, flat beach with coarse, brown sand. The Ibis Styles Barcelona City Bogatell is a good mid-range choice in the area. It's a 10-minute walk from the sand. Locals also enjoy the beachfront neighborhood of Castelldefels. This beach is 20 minutes by train from downtown Barcelona and right across from a train station. It has miles of wild beach, but still plenty of tapas places and beach shacks for food. It's popular for swimming, as well as windsurfing and kitesurfing. Read More: Top-Rated Tourist Attractions in Barcelona", Barcelona,https://www.google.com/maps/place/Bogatell/
205, Cala Mesquida,Spain,"Another of the Balearic Islands (like Ibiza), Mallorca is the largest and most developed. Despite its popularity and development, it's still possible to find some hidden beach gems. Cala Mesquida is on the northeast coast and just starting to be discovered by international tourists. The small bay has a quarter-mile-long beach with fine sand. There are chair and umbrella rentals but only one restaurant and one snack stand. Showers and bathrooms are also available, but no changing areas. Beyond the beach there's a small town. Located in the hills above the little town, the VIVA Suites & Spa is an adults-only (over 16) upscale boutique resort. The resort focuses on wellness, with a nicely appointed spa and a very healthy menu. The hotel is a bit isolated, perfect for those seeking a more peaceful, private experience.", Mallorca,https://www.google.com/maps/place/Cala+Mesquida/
